Date,Open,High,Low,Close,Adj Close,Volume,SMA_10,EMA_5,MOM_5,ROC_12,ATR_14,BBANDSup_20,BBANDSdown_20,PP,S1,S2,S3,R1,R2,R3,STOK,STO_10,MACD_10_26,MACDsignal_10_26,MACDdiff_10_26,MFI_10,OBV_10
2003-11-24,0.3660709857940674,0.3798210024833679,0.36517900228500366,0.3776789903640747,0.32015082240104675,381824800,0.3777143031358719,0.3713897674890747,0.0003579854965209961,-0.05999962467644105,0.014418723571674856,0.209002986248542,0.2993097786984633,0.37422633171081543,0.36863166093826294,0.35958433151245117,0.3539896607398987,0.3832736611366272,0.3888683319091797,0.39791566133499146,0.8537076840408383,0.4844816393481801,-0.012797888034943417,-0.011643312117354409,-0.001154575917589008,0.4,-18981200.0
2003-11-25,0.3791069984436035,0.3794640004634857,0.3680360019207001,0.3692860007286072,0.3130362033843994,268654400,0.37617860436439515,0.37068851081866105,0.004821985960006714,-0.05570597534781799,0.014016381624327372,0.20532829455421964,0.22365844374953942,0.37226200103759766,0.3650600016117096,0.360834002494812,0.35363200306892395,0.37648800015449524,0.3836899995803833,0.3879159986972809,0.10938037865748709,0.41619054269267364,-0.012601600538258706,-0.011864681496676672,-0.0007369190415820338,0.4,-24339280.0
2003-11-26,0.3730359971523285,0.3776789903640747,0.36160698533058167,0.3700000047683716,0.31364157795906067,245128800,0.3733036041259766,0.3704590085654779,0.00535699725151062,-0.03806902534285692,0.014292593934485332,0.19745633838634197,0.25451859001498106,0.36976199348767597,0.3618449966112772,0.3536899884541829,0.3457729915777842,0.37791700164477027,0.38583399852116895,0.3939890066782633,0.522213589424555,0.4354884692461195,-0.012206048344500897,-0.011941167486907621,-0.00026488085759327623,0.3,-29826720.0
2003-11-28,0.3710710108280182,0.3762499988079071,0.36642900109291077,0.3733929991722107,0.31651771068573,76098400,0.37060720324516294,0.37143700610603986,0.009463995695114136,-0.06359124144327694,0.013692371185152808,0.19287366082537608,0.31897309138910324,0.3720239996910095,0.36779800057411194,0.3622030019760132,0.3579770028591156,0.3776189982891083,0.38184499740600586,0.3874399960041046,0.7090927298217504,0.485279048176347,-0.011390672320003958,-0.011820722289883293,0.0004300499698793349,0.3,-43494080.0
2003-12-01,0.3757140040397644,0.39017900824546814,0.375,0.38767901062965393,0.3286276161670685,361536000,0.3710537046194077,0.37685101009266414,0.025536000728607178,-0.03166673018826014,0.014107258416231078,0.1859610734681904,0.5255148341803609,0.38428600629170734,0.37839300433794654,0.3691069980462392,0.3632139960924784,0.3935720125834147,0.3994650145371754,0.4087510208288828,0.8352990145742486,0.5489654551503458,-0.009146878370825229,-0.011246492752753783,0.0020996143819285544,0.4,16364320.0
2003-12-02,0.38571399450302124,0.39107099175453186,0.38232100009918213,0.38464298844337463,0.32605403661727905,205296000,0.37178590297698977,0.37944833700234276,0.006963998079299927,0.003728964932844568,0.013389353762493606,0.17403944779631522,0.5034712769998664,0.38601166009902954,0.3809523284435272,0.3772616684436798,0.3722023367881775,0.38970232009887695,0.3947616517543793,0.3984523117542267,0.2653703495560301,0.49737194497815634,-0.007638138353386614,-0.010482839596643811,0.002844701243257197,0.5,18660320.0
2003-12-03,0.38464298844337463,0.38999998569488525,0.3742859959602356,0.3755359947681427,0.31833428144454956,191296000,0.37289310097694395,0.37814422265890857,0.0062499940395355225,-0.0047307467021020485,0.013700659061442879,0.16485938350622695,0.38595010118666623,0.3799406588077545,0.3698813319206238,0.36422666907310486,0.3541673421859741,0.38559532165527344,0.3956546485424042,0.4013093113899231,0.07954687695581425,0.42136667102058495,-0.007336041744037403,-0.00982452713800312,0.002488485393965718,0.5,26250000.0
2003-12-04,0.3739289939403534,0.3780359923839569,0.3708930015563965,0.3776789903640747,0.32015082240104675,177940000,0.3741966992616653,0.37798914520626,0.007678985595703125,0.03625865671228058,0.012822995340473453,0.1500776619553025,0.44098969706883073,0.3755359947681427,0.3730359971523285,0.3683930039405823,0.36589300632476807,0.3801789879798889,0.3826789855957031,0.38732197880744934,0.9500206526228832,0.5175239585675987,-0.0067841697937910395,-0.009194280849228865,0.0024101110554378257,0.5,9585520.0
2003-12-05,0.3732140064239502,0.3776789903640747,0.3701789975166321,0.3723210096359253,0.31560903787612915,186177600,0.3750358998775482,0.376099766511944,-0.0010719895362854004,0.02105621652078246,0.01211093572628897,0.12962012999457587,0.3635068523527271,0.3733929991722107,0.3691070079803467,0.36589300632476807,0.36160701513290405,0.3766070008277893,0.3808929920196533,0.38410699367523193,0.28560188827694727,0.4753425337066929,-0.006832229108194088,-0.008708188209579457,0.0018759591013853688,0.4,14926800.0
2003-12-08,0.3710710108280182,0.3764289915561676,0.36446401476860046,0.3758929967880249,0.31863683462142944,148237600,0.37641089856624604,0.3760308432664822,-0.011786013841629028,0.032874525516296986,0.012091419283925802,0.11713136348476906,0.45843069858080276,0.37226200103759766,0.3680950105190277,0.3602970242500305,0.35613003373146057,0.38005998730659485,0.3842269778251648,0.392024964094162,0.955203024823278,0.5626132147943876,-0.006401840024252592,-0.008236292424095775,0.0018344523998431832,0.4,53934160.0
