Date,Open,High,Low,Close,Adj Close,Volume,SMA_10,EMA_5,MOM_5,ROC_12,ATR_14,BBANDSup_20,BBANDSdown_20,PP,S1,S2,S3,R1,R2,R3,STOK,STO_10,MACD_10_26,MACDsignal_10_26,MACDdiff_10_26,MFI_10,OBV_10
2018-11-23,43.73500061035156,44.150001525878906,43.025001525878906,43.0724983215332,41.341453552246094,94496000,46.862999725341794,44.89215651517962,-4.780002593994141,-0.17937606196485675,1.6781304308820197,0.29535635012355954,0.03915372090893161,43.41583379109701,42.68166605631511,42.29083379109701,41.55666605631511,43.80666605631511,44.540833791097015,44.93166605631511,0.04221937391493055,0.29664673078669257,-2.6671895867698296,-2.15827319691988,-0.5089163898499498,0.2,-109710720.0
2018-11-26,43.560001373291016,43.73749923706055,42.564998626708984,43.654998779296875,41.90053939819336,179994000,46.1167495727539,44.479769965993505,-4.727500915527344,-0.1624538802033227,1.610108100288578,0.30720611997210906,0.12505605907241746,43.319165547688804,42.90083185831706,42.14666493733724,41.7283312479655,44.073332468668625,44.491666158040374,45.24583307902019,0.9296371728634453,0.4118892425881141,-2.753531888563245,-2.295780907783094,-0.45775098078015075,0.2,-77965000.0
2018-11-27,42.877498626708984,43.692501068115234,42.720001220703125,43.560001373291016,41.80937194824219,165549600,45.618499755859375,44.173180119261524,-2.904998779296875,-0.14784562795062084,1.5244332399432823,0.31861694200339935,0.15937814010646964,43.32416788736979,42.955834706624344,42.35166803995768,41.983334859212235,43.928334554036454,44.29666773478189,44.90083440144856,0.863753505795595,0.4941359203840914,-2.7903771667087938,-2.406599181055879,-0.38377798565291465,0.3,-74065760.0
2018-11-28,44.182498931884766,45.3224983215332,43.73249816894531,45.23500061035156,43.417049407958984,184250000,45.336249923706056,44.52712052603084,0.9900016784667969,-0.06813614797497078,1.5563885522070973,0.31563507783586514,0.2892476859203646,44.76333236694336,44.204166412353516,43.17333221435547,42.614166259765625,45.794166564941406,46.35333251953125,47.3841667175293,0.9449699982485983,0.5761788304291419,-2.6079529285293788,-2.450654230480639,-0.15729869804873964,0.4,-36887600.0
2018-11-29,45.665000915527344,45.70000076293945,44.42499923706055,44.88750076293945,43.08351135253906,167080000,45.15499992370606,44.64724732666602,0.6925010681152344,-0.06596261227489952,1.518651787777251,0.3004169508121854,0.28628766071560297,45.00416692097982,44.30833307902019,43.729165395100914,43.03333155314128,45.58333460489909,46.27916844685873,46.858336130778,0.36274586068443065,0.5373445344524986,-2.4698751401827934,-2.4547820757908334,-0.01509306439196001,0.5,-29275200.0
2018-11-30,45.0724983215332,45.08250045776367,44.25749969482422,44.64500045776367,42.85075759887695,158126000,44.834249877929686,44.646498370136634,1.5725021362304688,-0.04400428847116003,1.4256985485551483,0.2695970503604756,0.2828171229693152,44.66166687011719,44.2408332824707,43.836666107177734,43.41583251953125,45.065834045410156,45.48666763305664,45.89083480834961,0.46969746010755126,0.525037728201309,-2.3565411681594455,-2.433990886548176,0.07744971838873038,0.4,-63679320.0
2018-12-03,46.1150016784668,46.23500061035156,45.3025016784668,46.20500183105469,44.348060607910156,163210000,44.61650009155274,45.16599962948664,2.5500030517578125,-0.03442869344239582,1.447701116085676,0.2569284648480546,0.4229329872868394,45.91416803995768,45.5933354695638,44.981669108072914,44.66083653767903,46.52583440144856,46.84666697184244,47.45833333333333,0.967829690446678,0.6055846531523756,-2.07679849150626,-2.3592659709985364,0.2824674794922766,0.4,-62129640.0
2018-12-04,45.23749923706055,45.59749984741211,44.067501068115234,44.17250061035156,42.39725112915039,165377200,44.387250137329104,44.83483324485005,0.6124992370605469,-0.08701491471146594,1.5400223655281242,0.2558272117091756,0.27840555251294863,44.612500508626304,43.6275011698405,43.08250172932943,42.097502390543625,45.157499949137375,46.14249928792319,46.68749872843425,0.0686272065423357,0.507917041839397,-2.0479927969125598,-2.294741067984707,0.24674827107214714,0.4,-61897240.0
2018-12-06,42.939998626708984,43.69499969482422,42.60499954223633,43.68000030517578,41.924537658691406,172393600,44.3307502746582,44.449888896811814,-1.5550003051757812,-0.05993758395063725,1.5436981996815151,0.2504056264426247,0.26071882936794405,43.326666514078774,42.95833333333333,42.23666636149088,41.86833318074544,44.04833348592122,44.41666666666666,45.13833363850911,0.9862390939920276,0.5949130990792488,-2.0494771543539017,-2.244267582956257,0.19479042860235518,0.4,-52006520.0
2018-12-07,43.372501373291016,43.622501373291016,42.07500076293945,42.122501373291016,40.42963409423828,169126400,44.123500442504884,43.67409300886407,-2.7649993896484375,-0.04797146818471705,1.5518949167118843,0.23458067157225299,0.145272387905196,42.606667836507164,41.59083429972331,41.0591672261556,40.04333368937175,43.138334910074875,44.15416844685873,44.68583552042644,0.030695051125550942,0.492300580986098,-2.185305992546951,-2.2322036083159214,0.046897615768970446,0.4,-56469480.0
